table_id	hypothesis	label	strategies	table_rows
T816A	Both men and women competed together in the Curling at the XXIII Olympic Winter Games.	C	000001	['No. of events']
T816A	Curling in the XXIII Olympic Winter Games took place over 2 weeks with 3 main events.	C	100000	['Dates', 'No. of events']
T816A	Curling originally originated as a sport in Candlewick.	N	001000	['Venue']
T816A	There were over 50 countries involved.	E	010000	['Competitors']
T816A	The Curling at the XXIII Olympic Winter Games happened in the winter.	E	000100	['Dates']
T816A	Curling at the Gangneug Gymnasium during the Olympics had women's events.	E	010000	['No. of events']
T816A	Some nations only contributed one participant to Curling at the XXIII Olympic Winter Games.	E	000100	['Competitors']
T816A	The XXIII Olympic Winter Games were the twenty-third Olympic Winter Games.	E	000010	[]
T816A	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 2 weeks.	E	100000	['Competitors']
T816B	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 4 weeks.	C	010000	['Competitors', 'Dates']
T816B	The XXIII Olympic Winter Games took place in 2018.	N	000001	['Dates']
T816B	There were over 150 countries involved.	C	100000	['Competitors']
T816B	Curling originally originated as a sport in Gangneung.	N	001000	['Venue']
T816B	Curling in the XXIII Olympic Winter Games took place over 4 weeks with 3 main events.	C	100000	['Dates', 'No. of events']
T816B	Some nations only contributed more than one participant to Curling at the XXIII Olympic Winter Games.	C	000100	['Competitors']
T816B	Men and women had an unequal number of events in  Curling at the XXIII Olympic Winter Games.	C	000010	['No. of events']
T816B	Curling at the Gangneug Gymnasium during the Olympics had no men's events.	C	000100	['No. of events']
T816B	The Curling at the XXIII Olympic Winter Games happened in the summer.	C	010000	['Dates']
T816C	Both men and women competed together in the Curling at the XXIII Olympic Winter Games.	N	000000	[]
T816C	Curling at the Gangneug Gymnasium during the Olympics had no women's events.	C	000000	[]
T816C	Curling in the 2018 Winter Olympics saw under 100 men and women compete over 4 weeks.	C	000000	[]
T816C	Curling in the XXIII Olympic Winter Games took place over 2 weeks with 3 main events.	E	000000	[]
T816C	Curling originally originated as a sport in Sweden.	N	000000	[]
T816C	Some nations only contributed women to Curling at the XXIII Olympic Winter Games.	N	000000	[]
T816C	The Curling at the XXIII Olympic Winter Games happened in february.	E	000000	[]
T816C	The XXIII Olympic Winter Games took place in 2018.	E	000000	[]
T816C	There were over 150 countries involved.	C	000000	[]
