table_id	hypothesis	label	strategies	table_rows
T207A	All Burn Energy drinks are sugar free.	C	000000	[]
T207A	Burn Energy comes in many different flavors.	E	000000	[]
T207A	Burn Energy comes in over ten varieties or flavors.	C	000000	[]
T207A	Burn Energy is Monster's top selling energy drink.	N	000000	[]
T207A	Burn Energy was introduced relatively close to the Millenium.	E	000000	[]
T207A	Burn Energy was made by the same company that makes Monster.	E	000000	[]
T207A	Burn Energy was successful at increasing energy for people that drank it.	N	000000	[]
T207A	Burn energy came in a chocolate flavor.	C	000000	[]
T207A	The Burn Lemon Ice variety is more popular than the Burn Blue variety.	N	000000	[]
T207B	All Burn Energy drinks are sugar free.	C	000000	[]
T207B	Burn Energy comes in many different flavors.	E	000000	[]
T207B	Burn Energy comes in over ten varieties or flavors.	C	000000	[]
T207B	Burn Energy is Monster's top selling energy drink.	N	000000	[]
T207B	Burn Energy was introduced relatively close to the Millenium.	E	000000	[]
T207B	Burn Energy was made by the same company that makes Monster.	E	000000	[]
T207B	Burn Energy was successful at increasing energy for people that drank it.	N	000000	[]
T207B	Burn energy came in a chocolate flavor.	C	000000	[]
T207B	The Burn Lemon Ice variety is more popular than the Burn Blue variety.	N	000000	[]
T207C	All Burn Energy drinks are sugar free.	C	000000	[]
T207C	Burn Energy comes in many different flavors.	E	000000	[]
T207C	Burn Energy comes in over ten varieties or flavors.	C	000000	[]
T207C	Burn Energy is Monster's top selling energy drink.	N	000000	[]
T207C	Burn Energy was introduced relatively close to the Millenium.	E	000000	[]
T207C	Burn Energy was made by the same company that makes Monster.	E	000000	[]
T207C	Burn Energy was successful at increasing energy for people that drank it.	N	000000	[]
T207C	Burn energy came in a chocolate flavor.	C	000000	[]
T207C	The Burn Lemon Ice variety is more popular than the Burn Blue variety.	N	000000	[]
