table_id	hypothesis	label	strategies	table_rows
T1436A	Kate Micucci got married when she was in her 30s.	C	100000	['Spouse(s)', 'Born']
T1436A	Kate Micucci got married when they were 38 years old.	C	100000	['Born', 'Spouse(s)']
T1436A	Kate Micucci has been performing since she was in her teens.	E	100000	['Born', 'Years active']
T1436A	Kate Micucci went to college in a different country than were she was born in.	E	010000	['Alma mater', 'Born']
T1436A	Kate Micucci's Birthday falls on the last day of the month.	C	100000	['Born']
T1436A	Kate Micucci began singing before they became a Actor.	N	000100	[]
T1436A	Kate Micucci has had a career for more than a decade.	E	010000	['Years active']
T1436A	Kate Micucci born in April 4,1990 , Gladewater, Texas, lived on the east coast all her music producing year..	N	001000	[]
T1436A	Kate Micucci went to Peking opera school to experience Chinese culture..	N	000010	[]
T1436B	Kate Micucci has had a career for more than two decades.	E	100000	['Years active']
T1436B	Kate Micucci went to college in the same state they were born in.	E	100000	['Alma mater', 'Born']
T1436B	Kate Micucci's Birthday falls on the first day of the month.	C	010000	['Born']
T1436B	Kate Micucci was a record producer before she was a singer-songwriter.	N	000100	[]
T1436B	Kate Micucci born in Manhattan, New York, lived in the United States all her life.	N	001000	[]
T1436B	Kate Micucci has been performing since before she was in her teens.	E	100000	['Born', 'Years active']
T1436B	Kate Micucci got married when before they were 20 years old.	C	110000	['Born', 'Spouse(s)']
T1436B	Kate Micucci didn't get married in her 20s.	C	110000	['Spouse(s)']
T1436B	Kate Micucci bwent to Power Memorial as it was close to home.	N	000010	[]
T1436C	Kate Micucci began singing before they became a comedian.	N	000000	[]
T1436C	Kate Micucci got married when she was in her 30s.	E	000000	[]
T1436C	Kate Micucci got married when they were 38 years old.	E	000000	[]
T1436C	Kate Micucci has been performing since she was in her teens.	C	000000	[]
T1436C	Kate Micucci has had a career for more than two decades.	C	000000	[]
T1436C	Kate Micucci lived on the east coast all her life.	N	000000	[]
T1436C	Kate Micucci was a comedian before she was a singer-songwriter.	N	000000	[]
T1436C	Kate Micucci went to college in the same state they were born in.	C	000000	[]
T1436C	Kate Micucci's Birthday falls on the last day of the month.	E	000000	[]
