table_id	hypothesis	label	strategies	table_rows
T146A	Jeff Bridges has a brother and a sister.	C	100000	['Family']
T146A	Jeff Bridges has been a performer since they were 2 years old.	C	100000	['Born', 'Years active']
T146A	Jeff Bridges has had five children.	E	100000	['Children']
T146A	Beau Bridges mother is  Dorothy Bridges.	E	110000	['Parent(s)']
T146A	Jeff Bridges was born in the summer of 1970.	C	010000	['Born']
T146A	Jeff Bridges has been active in his career for less than 15 years.	E	110000	['Years active']
T146A	Jeff Bridges prefers composing things to singing.	N	000100	[]
T146A	Jeff Bridges was born in the Los Angeles in summer season.	C	010000	['Born']
T146A	Jeff Bridges father of 5 has lived their entire life in USA.	N	001000	[]
T146B	Jeff Bridges has a brother and a sister.	E	100000	['Family']
T146B	Beau Bridges spouse is Susan Geston who he married after starting his career.	E	000010	['Spouse(s)', 'Years active']
T146B	Jeff Bridges was born in the United Kingdom in winter of 1975.	C	010000	['Born']
T146B	Jeff Bridges has been active in his career for more than a decade.	E	010000	['Years active']
T146B	Jeff Bridges prefers singing to composing things since he married Susan in 2000.	N	001000	[]
T146B	Jeff Bridges was born in the Summer of 1975 in Minnesota.	C	010000	['Born']
T146B	Jeff Bridges has just a single child.	E	110000	['Children']
T146B	Jeff Bridges has lived their entire life in California with his borther Beau Bridges.	N	001000	[]
T146B	Jeff Bridges has been a performer after he got married.	C	010000	['Spouse(s)', 'Years active']
T146C	Beau Bridges mother is Susan Geston.	C	000000	[]
T146C	Jeff Bridges has a brother and a sister.	N	000000	[]
T146C	Jeff Bridges has been a performer since they were 2 years old.	E	000000	[]
T146C	Jeff Bridges has been active in his career for less than 60 years.	C	000000	[]
T146C	Jeff Bridges has had five children.	C	000000	[]
T146C	Jeff Bridges has lived their entire life in California.	N	000000	[]
T146C	Jeff Bridges prefers singing to composing things.	N	000000	[]
T146C	Jeff Bridges was born in the Winter of 1949.	E	000000	[]
T146C	Jeff Bridges was born in the winter of 1949.	E	000000	[]
