table_id	hypothesis	label	strategies	table_rows
T1728A	Ernie Altbacker did more production work on Kaput and Zšsky: The Ultimate Obliterators than Jean-Michel Laprise as an Editor.	N	001000	['Editor(s)', 'Executive Producers']
T1728A	Kaput and Zšsky: The Ultimate Obliterators by ToonCan Productions ran on basic cable.	N	001000	['Production company']
T1728A	Kaput and Zšsky: The Ultimate Obliterators distributed 21 Savage is a cartoon for kids.	N	001000	['Distributor']
T1728A	Kaput and Zšsky: The Ultimate Obliterators had only one production company.	E	100000	['Production company']
T1728A	Kaput and Zšsky: The Ultimate Obliterators had two distributors.	E	110000	['Distributor']
T1728A	Kaput and Zšsky: The Ultimate Obliterators is produced and distributed by the different companies.	E	110000	['Distributor', 'Production company']
T1728A	Kaput and Zšsky: The Ultimate Obliterators takes about a half an hour to watch.	C	100000	['Running time']
T1728A	Kaput and Zšsky: The Ultimate Obliterators was produced by two people.	C	100000	['Executive Producers']
T1728A	Kaput and Zšsky: The Ultimate Obliterators is not produced by ToonCan Productions.	C	000010	['Production company']
T1728B	Kaput and Zšsky: The Ultimate Obliterators had Film Roman as one the distributors.	E	100100	['Distributor']
T1728B	Kaput and Zšsky: The Ultimate Obliterators had two production company.	E	110000	['Production company']
T1728B	Kaput and Zšsky: The Ultimate Obliterators having a runtime of 115 minutes ran on basic cable.	N	001000	['Running time']
T1728B	Kaput and Zšsky: The Ultimate Obliterators is a sports show for kids.	N	000100	[]
T1728B	Kaput and Zšsky: The Ultimate Obliterators is produced by Futurikon and distributed by Film Roman, Inc.	E	100100	[]
T1728B	Kaput and Zšsky: The Ultimate Obliterators takes about four hours to watch.	C	110000	['Running time']
T1728B	Kaput and Zšsky: The Ultimate Obliterators was edited by two people.	C	110000	[]
T1728B	Leaf Phoenix did more production work on Kaput and Zšsky: The Ultimate Obliterators to increase its runtime to 115 minutes.	N	001000	['Executive Producers', 'Running time']
T1728B	Kaput and Zšsky: The Ultimate Obliterators is more than 2 hours long entertainment .	C	000100	['Running time']
T1728C	Kaput and Zšsky: The Ultimate Obliterators did not have handful of distributors.	E	110000	['Distributor']
T1728C	Kaput and Zšsky: The Ultimate Obliterators distributed View Askew Productions ran on basic cable.	N	001000	['Distributor']
T1728C	Kaput and Zšsky: The Ultimate Obliterators had two executives producers.	E	110000	['Executive Producers']
T1728C	Kaput and Zšsky: The Ultimate Obliterators is a movie for kids.	N	000100	[]
T1728C	Kaput and Zšsky: The Ultimate Obliterators is distributed by different companies.	E	100100	['Distributor']
T1728C	Kaput and Zšsky: The Ultimate Obliterators takes about a half a day to watch.	C	110000	['Running time']
T1728C	Kaput and Zšsky: The Ultimate Obliterators was produced by two production companies.	C	110000	['Production company']
T1728C	Paul Cabieux did production work on Kaput and Zšsky: The Ultimate Obliterators so that Sainsbury's Supermarkets could be the distributor.	N	001000	['Executive Producers', 'Distributor']
T1728C	Kaput and Zšsky: The Ultimate Obliterators produced by Futurikon is about 4 hours long.	C	001000	['Production company', 'Running time']
