table_id	hypothesis	label	strategies	table_rows
T535A	Crisis on Infinite Earths is an old American comic book series from the 80s.	C	100000	[]
T535A	Crisis on Infinite Earths celebrates its 25th year anniversary since publication.	E	100000	['Publication date']
T535A	The ongoing comic series Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	001000	[]
T535A	Crisis on Infinite Earth's has character like Jesse, Mike Posey, etc.	E	010000	['Main character(s)']
T535A	The ongoing comic Crisis on Infinite Earths was George R.R. Martin's first foray into fantasy writing.	N	001000	[]
T535A	Crisis on Infinite Earth was a Marvel comic that ran monthly since 1996.	C	100000	['Publication date', 'Schedule', 'Publisher', 'Format']
T535A	Crisis on Infinite Earths was a comic series first released in 1996.	E	010000	['Publication date', 'Format']
T535A	DC Comics were first approached to publish Crisis on Infinite Earths.	N	000010	[]
T535A	The first issue of Crisis on Infinite Earths was released in 1995.	C	010000	['Publication date']
T535B	Crisis on Infinite Earths was stopped before it's first anniversary.	E	000100	['Publication date', 'No. of issues']
T535B	The monthly comic Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	001000	[]
T535B	Crisis on Infinite Earths is an old American comic book series from the 2000s, published by DC comics.	C	100000	['Publisher', 'Publication date']
T535B	Crisis on Infinite Earth's is story about two brothers Gary and  Boston Brand  and their adventures.	N	000010	[]
T535B	Crisis on Infinite Earths was a limited series comic book with 6 issues.	E	000010	['Format', 'No. of issues']
T535B	Crisis on Infinite Earth was a Dark Horse Comics that ran monthly for about a year in the 2006.	C	100000	['Publication date', 'No. of issues']
T535B	Crisis on Infinite Earths was a comic series with 6 issues starring Eclipso.	E	000100	['Main character(s)', 'No. of issues']
T535B	Dark Horse Comics ended Crisis on Infinite Earths as it was sued by DC comics.	N	000100	[]
T535B	The first issue of Crisis on Infinite Earths was released in February 2007	C	010000	['Publication date']
T535C	Crisis on Infinite Earth was a DC comic that ran monthly for about a year in the 80's.	E	000000	[]
T535C	Crisis on Infinite Earth's main character was Batman, whom gets killed by Dumbledore in the last issue.	C	000000	[]
T535C	Crisis on Infinite Earths celebrates its 35th year anniversary since publication.	C	000000	[]
T535C	Crisis on Infinite Earths contained many cameo appearances by other well-known DC superheroes.	N	000000	[]
T535C	Crisis on Infinite Earths is an old American comic book series from the 80s.	E	000000	[]
T535C	Crisis on Infinite Earths was George R.R. Martin's first foray into fantasy writing.	N	000000	[]
T535C	Crisis on Infinite Earths was a novel released in the winter of 1985.	C	000000	[]
T535C	DC Comics ended Crisis on Infinite Earths due to bad sales.	N	000000	[]
T535C	The first issue of Crisis on Infinite Earths was released in spring of 1985.	E	000000	[]
