table_id	hypothesis	label	strategies	table_rows
T785A	Ctrl began recording three years before it was released.	C	100000	['Recorded', 'Released']
T785A	Ctrl is an R&B album distributed by Top Dawg Entermtainment in 2017.	C	100000	['Label']
T785A	Ctrl is half alternative R&B and half neo soul.	N	000000	[]
T785A	Ctrl took just weeks to record in 2016.	E	100000	['Recorded']
T785A	Ctrl was SZA's debut studio album.	N	000000	[]
T785A	Ctrl was not produced by anyone who has their own studio.	E	100000	['Studio']
T785A	The album Ctrl had many people singing on it.	N	000000	[]
T785A	The album Ctrl is over an hour long.	E	100000	['Length']
T785A	The album Ctrl took three years to record.	C	100000	['Recorded']
T785B	Ctrl began recording three years before it was released.	E	000000	[]
T785B	Ctrl is an R&B album distributed by Top Dawg Entermtainment in 2017.	E	000000	[]
T785B	Ctrl is half alternative R&B and half neo soul.	N	000000	[]
T785B	Ctrl took just weeks to record in 2016.	C	000000	[]
T785B	Ctrl was SZA's debut studio album.	N	000000	[]
T785B	Ctrl was not produced by anyone who has their own studio.	C	000000	[]
T785B	The album Ctrl had many people singing on it.	N	000000	[]
T785B	The album Ctrl is over an hour long.	C	000000	[]
T785B	The album Ctrl took three years to record.	E	000000	[]
T785C	Ctrl began recording three years before it was released.	E	000000	[]
T785C	Ctrl is an R&B album distributed by Top Dawg Entermtainment in 2017.	E	000000	[]
T785C	Ctrl is half alternative R&B and half neo soul.	N	000000	[]
T785C	Ctrl took just weeks to record in 2016.	C	000000	[]
T785C	Ctrl was SZA's debut studio album.	N	000000	[]
T785C	Ctrl was not produced by anyone who has their own studio.	C	000000	[]
T785C	The album Ctrl had many people singing on it.	N	000000	[]
T785C	The album Ctrl is over an hour long.	C	000000	[]
T785C	The album Ctrl took three years to record.	E	000000	[]
