table_id	hypothesis	label	strategies	table_rows
T794A	David with the Head of Goliath is a small painting, measuring just a foot tall and 2 feet wide.	E	100000	['Dimensions']
T794A	David with the Head of Goliath is an oil painting by the artist Caravaggio.	C	100000	['Artist', 'Medium']
T794A	David with the Head of Goliath is located in Spain.	E	100000	['Location']
T794A	David with the Head of Goliath was completed in the 17th Century.	C	100000	['Year']
T794A	David with the Head of Goliath was painted in the 17th century.	C	100000	['Year']
T794A	David with the Head of Goliath is a watercolor painting no very big by size made.	E	000100	['Dimensions']
T794A	David with the Head of Goliath is a watercolor painting,  painted in Italy.	N	001000	['Medium']
T794A	David with the Head of Goliath took several years to make and finally completed in 1896.	N	001000	['Year']
T794A	The National Gallery of Spain also contains the Last Supper and The Mona Lisa.	N	000100	[]
T794B	David with the Head of Goliath is not the size of a postage stamp.	E	010000	['Dimensions']
T794B	David with the Head of Goliath is located in USA.	E	010000	['Location']
T794B	David with the Head of Goliath was completed in the previous Century.	C	010000	['Year']
T794B	David with the Head of Goliath was painted in the 19th century.	C	010000	['Year']
T794B	David with the Head of Goliath is a medium size painting, measuring about 3 feet tall and more than 2 feet wide.	E	010000	['Dimensions']
T794B	David with the Head of Goliath is an acrylic painting by the artist Gretchen Wilson.	C	010000	['Artist', 'Medium']
T794B	David with the Head of Goliath is a modern art painted in 21st century	N	000100	['Year']
T794B	David with the Head of Goliath took only few days to be completed.	N	000100	[]
T794B	The Museum of Modern Art, also contains some old paintings the Mons Venus and The Mona Lisa along with it's modern art.	N	000100	[]
T794C	David with the Head of Goliath is a small painting, measuring just a foot tall and 2 feet wide.	C	000000	[]
T794C	David with the Head of Goliath is an oil painting by the artist Caravaggio.	E	000000	[]
T794C	David with the Head of Goliath is located in Spain.	C	000000	[]
T794C	David with the Head of Goliath is the size of a postage stamp.	C	000000	[]
T794C	David with the Head of Goliath took several years to make.	N	000000	[]
T794C	David with the Head of Goliath was completed in the 17th Century.	E	000000	[]
T794C	David with the Head of Goliath was painted in Italy.	N	000000	[]
T794C	David with the Head of Goliath was painted in the 17th century.	E	000000	[]
T794C	The Galleria Borghese also contains the Mons Venus and The Mona Lisa.	N	000000	[]
