table_id	hypothesis	label	strategies	table_rows
T1002A	Catalonia has 16.5% of senators.	C	000001	[]
T1002A	Catalonia has a representational governance in place.	E	010000	['Body', 'Congress of Deputies', 'Senate']
T1002A	Catalonia is a region of Spain known for nationalist leanings.	N	000100	[]
T1002A	Catalonia is governed by elected officials and overseen by a democratic government.	C	010000	['Type', 'Legislature']
T1002A	Catalonia has about 50 deputies in the Congress of Deputies.	E	010000	['Congress of Deputies']
T1002A	Stan Lee was appointed by the monarch.	N	000100	[]
T1002A	Catalonia is a region is Spain that has highest GDP.	N	000010	[]
T1002A	Catalonia is a absolute monarchy with no congressional deputies or senators.	C	010000	['Congress of Deputies', 'Senate', 'Type']
T1002A	Catalonia is has have republic representation in spite being a monarchy.	E	000100	['Congress of Deputies', 'Senate', 'Type']
T1002B	Catalonia has 50% of the deputies in the Congress of Deputies.	E	100000	['Congress of Deputies']
T1002B	Catalonia is a constitutional monarchy with congressional deputies and senators.	C	010000	['Legislature', 'Type']
T1002B	Catalonia is governed by elected officials and overseen by a monarchy.	C	010000	['Legislature', 'Type']
T1002B	Catalonia has a completely representational governance in place.	E	010000	['Type']
T1002B	Catalonia follows a parliamentary legislation and is known for separatist leanings.	N	001000	[]
T1002B	Ángel Cabrera was elected by the general public for his role in Spain's military crisis.	N	000100	[]
T1002B	Catalonia has more than 15% of senators.	C	100000	['Senate']
T1002B	Catalonia is a republic and has a democratic government.	E	000100	['Type', 'Legislature']
T1002B	Catalonia is a democratic region is Spain that is trying to secede from Spain.	N	001000	[]
T1002C	Catalonia has 16.5% of senators.	E	000000	[]
T1002C	Catalonia has 50% of the deputies in the Congress of Deputies.	C	000000	[]
T1002C	Catalonia have no voice or representational governance in place.	C	000000	[]
T1002C	Catalonia is a constitutional monarchy with congressional deputies and senators.	E	000000	[]
T1002C	Catalonia is a region is Spain that is trying to secede from Spain.	N	000000	[]
T1002C	Catalonia is a region of Spain known for separatist leanings.	N	000000	[]
T1002C	Catalonia is governed by elected officials and overseen by a monarchy.	E	000000	[]
T1002C	Catalonia is mostly communist in nature and does not have republic representation.	C	000000	[]
T1002C	Quim Torra was elected by the general public.	N	000000	[]
