table_id	hypothesis	label	strategies	table_rows
T1491A	Judith and the Head of Holofernes is a 20th century work of art.	C	100000	['Year']
T1491A	Judith and the Head of Holofernes is done in charcoal.	E	100000	['Medium']
T1491A	Judith and the Head of Holofernes is less than a foot and a half wide at it's narrower point.	C	100000	['Dimensions']
T1491A	Judith and the Head of Holofernes was painted in the 1900s.	C	100000	['Year']
T1491A	Judith and the Head of Holofernes was painted at the mid of the 16th century.	E	000100	['Year']
T1491A	Judith and the Head of Holofernes was painted on a massive canvas.	E	100000	['Dimensions']
T1491A	Embrace Krit's favorite painting was Judith and the Head of Holofernes which he completed around mid 16th century.	N	001000	['Year']
T1491A	Embrace Krit, the painter of Judith and the Head of Holofernes was from Vienna.	N	001000	['Artist']
T1491A	The Museum of Medieval Arts, Montana has the charcoal work Judith and the Head of Holofernes because it is on loan.	N	001000	['Location', 'Medium']
T1491B	Judith and the Head of Holofernes was painted on a large but not massive canvas.	E	010000	['Dimensions']
T1491B	Judith and the Head of Holofernes is a 21st century modern oil painting work of art.	C	010000	['Medium', 'Year']
T1491B	Judith and the Head of Holofernes is done in oil on canvas.	E	010000	['Medium']
T1491B	Judith and the Head of Holofernes was painted in the 1800s.	C	010000	['Year']
T1491B	Judith and the Head of Holofernes was painted at the  beginning of the 19th century.	E	001000	['Year']
T1491B	Judith and the Head of Holofernes is more than a foot and a half wide at it's narrower point.	C	010000	['Dimensions']
T1491B	The painter of Judith and the Head of Holofernes was from France but started painting in Vienna.	N	000100	[]
T1491B	The Osterreichische Galerie has Judith and the Head of Holofernes since 2004 after buying  it in 2004 in a auction.	N	000100	['Location']
T1491B	Rembrandt Sago's favorite and most expensive painting  made by him was Judith and the Head of Holofernes.	N	000100	['Artist']
T1491C	Gustav Klimt's favorite painting was Judith and the Head of Holofernes.	N	000000	[]
T1491C	Judith and the Head of Holofernes is a 20th century work of art.	E	000000	[]
T1491C	Judith and the Head of Holofernes is done in charcoal.	C	000000	[]
T1491C	Judith and the Head of Holofernes is less than a foot and a half wide at it's narrower point.	E	000000	[]
T1491C	Judith and the Head of Holofernes was painted at the end of the 19th century.	C	000000	[]
T1491C	Judith and the Head of Holofernes was painted in the 1900s.	E	000000	[]
T1491C	Judith and the Head of Holofernes was painted on a massive canvas.	C	000000	[]
T1491C	The painter of Judith and the Head of Holofernes was from Vienna.	N	000000	[]
T1491C	The …sterreichische Galerie has Judith and the Head of Holofernes because it is on loan.	N	000000	[]
