table_id	hypothesis	label	strategies	table_rows
T1131A	APLU is affiliated only to George Mason University.	N	000000	[]
T1131A	George Mason University has been operating for the past 68 years.	E	000000	[]
T1131A	George Mason University has more male students than female students.	N	000000	[]
T1131A	George Mason University has more postgraduates than undergraduates.	C	000000	[]
T1131A	George Mason University has more than 35,000 students.	E	000000	[]
T1131A	George Mason University is a public university established in 1949.	E	000000	[]
T1131A	George Mason University is headquartered in Arlington, VA.	N	000000	[]
T1131A	George Mason University's mascot is the whale.	E	100000	['Mascot']
T1131A	The dominant colors of George Mason University are red and violet.	E	100000	['Colors']
T1131B	APLU is affiliated only to George Mason University.	N	000000	[]
T1131B	George Mason University has been operating for the past 68 years.	E	000000	[]
T1131B	George Mason University has more male students than female students.	N	000000	[]
T1131B	George Mason University has more postgraduates than undergraduates.	C	000000	[]
T1131B	George Mason University has more than 35,000 students.	E	000000	[]
T1131B	George Mason University is a public university established in 1949.	E	000000	[]
T1131B	George Mason University is headquartered in Arlington, VA.	N	000000	[]
T1131B	George Mason University's mascot is sparky.	E	010000	['Mascot']
T1131B	The dominant colors of George Mason University are garnet and gold.	E	010000	['Colors']
T1131C	APLU is affiliated only to George Mason University.	N	000000	[]
T1131C	George Mason University has been operating for the past 68 years.	E	000000	[]
T1131C	George Mason University has more male students than female students.	N	000000	[]
T1131C	George Mason University has more postgraduates than undergraduates.	C	000000	[]
T1131C	George Mason University has more than 35,000 students.	E	000000	[]
T1131C	George Mason University is a public university established in 1949.	E	000000	[]
T1131C	George Mason University is headquartered in Arlington, VA.	N	000000	[]
T1131C	George Mason University's mascot is nittany lion and has the motto Freedom and Learning.	E	000101	['Mascot', 'Motto']
T1131C	The dominant colors of George Mason University are garnet and gold and it's nickname is Sun Devils.	E	000100	['Colors', 'Nickname']
