table_id	hypothesis	label	strategies	table_rows
T741A	David Duchovny lives in the western U.S.	C	100000	['Residence']
T741A	New York born artist Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	001000	[]
T741A	Duchovny has been acting for more than 10 years.	E	110000	['Years active']
T741A	David Duchovny went to college in Canada.	C	110000	['Alma mater']
T741A	David Duchovny was once married to Chris Robinson for about over 15 years.	C	100000	['Spouse(s)']
T741A	David Duchovny studied mechanical engineering in MIT	N	000100	[]
T741A	David Duchovny made his acting debut at the age of 7.	E	110000	['Born', 'Years active']
T741A	David Duchovny has been acting since the 1990s.	E	010000	['Years active']
T741A	David Duchovny had his only child with Chris Robinson.	N	000100	[]
T741B	David Duchovny lives in the western U.S.	C	100000	['Residence']
T741B	David Duchovny was once married to Tea Leona for about over 15 years.	C	100000	['Spouse(s)']
T741B	David Duchovny went to college in the USA.	C	100000	['Alma mater']
T741B	1960 born actor Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	001000	[]
T741B	Duchovny has been acting for about 30 years.	E	010000	['Years active']
T741B	The actor David Duchovny studied English at University of Southern France	N	001000	[]
T741B	David Duchovny made his big screen debut at the age of 27.	E	010000	['Born', 'Years active']
T741B	David Duchovny is an actor who is currently active.	E	010000	['Years active']
T741B	David Duchovny had two fo his three children with TŽa Leoni.	N	000100	[]
T741C	David Duchovny had both his children with TŽa Leoni.	N	000000	[]
T741C	David Duchovny has been acting since the 1960s.	C	000000	[]
T741C	David Duchovny lives in the western U.S.	E	000000	[]
T741C	David Duchovny made his big screen debut at the age of 24.	C	000000	[]
T741C	David Duchovny studied English at Princeton.	N	000000	[]
T741C	David Duchovny was once married to Tea Leona for about over 15 years.	E	000000	[]
T741C	David Duchovny went to college in the USA.	E	000000	[]
T741C	Duchovny has been acting for about 10 years.	C	000000	[]
T741C	Duchovny is well-known for his role on The X-Files as Fox Mulder.	N	000000	[]
