table_id	hypothesis	label	strategies	table_rows
T1847A	Jack Antonoff has been active since his teens.	C	100000	['Born', 'Years active']
T1847A	Jack Antonoff has been performing for over twenty years.	E	100000	['Years active']
T1847A	Jack Antonoff has performed with smaller acts.	C	000000	[]
T1847A	Jack Antonoff is a self-taught guitar and piano player.	N	000000	[]
T1847A	Jack Antonoff is involved in music.	N	000000	[]
T1847A	Jack Antonoff is not anyone special.	C	000000	[]
T1847A	Jack Antonoff was born in NJ	C	100000	['Born']
T1847A	Jack Antonoff was born in the spring.	C	000000	['Born']
T1847A	Jack Antonoff learned to play the guitar and mandolin before the drums.	N	001000	['Instruments']
T1847B	Jack Antonoff has been active since his teens.	C	100000	['Years active', 'Born']
T1847B	Jack Antonoff has performed with smaller acts.	C	000000	[]
T1847B	Jack Antonoff is a self-taught guitar and piano player.	N	000000	[]
T1847B	Jack Antonoff is involved in music.	N	000000	[]
T1847B	Jack Antonoff is not anyone special.	C	000000	[]
T1847B	Jack Antonoff was born in NJ	C	000001	[]
T1847B	Jack Antonoff was born in the spring.	C	000001	['Born']
T1847B	Jack Antonoff has been performing for over twen years.	E	101000	['Years active']
T1847B	Jack Antonoff learned to play the guitar before he became a songwriter.	N	001000	['Instruments', 'Occupation']
T1847C	Jack Antonoff has been active since his teens.	E	000000	[]
T1847C	Jack Antonoff has been performing for over twenty years.	C	000000	[]
T1847C	Jack Antonoff has performed with smaller acts.	C	000000	[]
T1847C	Jack Antonoff is a self-taught guitar and piano player.	N	000000	[]
T1847C	Jack Antonoff is involved in music.	N	000000	[]
T1847C	Jack Antonoff is not anyone special.	C	000000	[]
T1847C	Jack Antonoff learned to play the guitar before the drums.	N	000000	[]
T1847C	Jack Antonoff was born in NJ	E	000000	[]
T1847C	Jack Antonoff was born in the spring.	E	000000	[]
