table_id	hypothesis	label	strategies	table_rows
T306A	Europe has been active off and on since the 70s.	E	000000	[]
T306A	Europe has been active on and off for the past forty years.	E	010000	['Years active']
T306A	Europe has been touring the world for the past fifteen years.	N	000000	[]
T306A	Europe has had a long career in the Electronic music business.	C	010000	['Genres', 'Years active']
T306A	Europe is a Pop French band that recorded with Universal.	C	000000	[]
T306A	Europe is originally from a southern European country.	C	010000	['Origin']
T306A	Europe never have any  hits in the billboards charts.	N	000100	[]
T306A	Europe started in 1979 and been making music ever since.	E	010000	['Years active']
T306A	The labels for Europe are major French companies.	N	000100	[]
T306B	Europe has been active nonstop for the past forty years.	E	100000	['Years active']
T306B	Europe has been active off and on since the 70s.	E	000000	[]
T306B	Europe has been touring the world for the past forty years.	N	001000	['Years active']
T306B	Europe has had a long career in the Hard Rock business.	C	100000	['Genres', 'Years active']
T306B	Europe has several number one hits in the billboards charts.	N	000000	[]
T306B	Europe is a Pop French band that recorded with Universal.	C	000000	[]
T306B	Europe is originally from a northern European country.	C	100000	['Origin']
T306B	Europe started in 1979 and been making music uninterrupted since.	E	100000	['Years active']
T306B	The labels for Europe are major Swedish companies.	N	000000	[]
T306C	Europe has been active nonstop for the past forty years.	C	000000	[]
T306C	Europe has been active off and on since the 70s.	E	000000	[]
T306C	Europe has been touring the world for the past fifteen years.	N	000000	[]
T306C	Europe has had a long career in the Hard Rock business.	E	000000	[]
T306C	Europe has several number one hits in the billboards charts.	N	000000	[]
T306C	Europe originated in Sweden in 1979 and been making music uninterrupted since.	C	001000	['Origin', 'Years active']
T306C	The labels for Europe are major Swedish companies.	N	000000	[]
T306C	Europe was originally known as Atari	E	000010	['Also known as']
