table_id	hypothesis	label	strategies	table_rows
T274A	Fawad Khan born on 29 November 1981 in Karachi, Sindh, Pakistanhas won many awards including a gramy in the USA.	N	001000	[]
T274A	Fawad Khan has been performing music for over twenty years.	E	100000	['Years active']
T274A	Fawad Khan is a Pakistani entertainer.	C	100000	['Nationality']
T274A	Fawad Khan is a very famous model and actor not only just a musician.	C	100000	['Occupation']
T274A	Fawad Khan is famous for multiple songs.	E	010000	['Known for']
T274A	Fawad Khan married his spouse after he became active in the entertainment industry.	E	010000	['Spouse(s)', 'Years active']
T274A	Fawad Khan studied to become a computer programmer at National University of Computer and Emerging Sciences before becoming an entertainer.	N	001000	[]
T274A	Fawad Khan was signed to Mercury after he married Beth Britt.	C	110000	['Labels', 'Spouse(s)']
T274A	Singer Fawad Khan's child is in his teens.	N	001000	[]
T274B	Fawad Khan did a record with Jay Z that was very popular.	E	100000	['Known for']
T274B	Fawad Khan married his spouse before he became active in the entertainment industry.	E	100000	['Spouse(s)', 'Years active']
T274B	Fawad Khan was signed to Lips Music when he married Theresie Liebe.	C	100000	['Labels', 'Spouse(s)']
T274B	Fawad Khan whose birthname is Kaitlin Willow Olson studied to become a computer programmer before becoming an entertainer.	N	001000	[]
T274B	Fawad Khan's children are both adults.	N	000100	[]
T274B	Fawad Khan is not famous as an actor.	C	010000	['Known for']
T274B	Fawad Khan is an Indian entertainer.	C	010000	['Nationality']
T274B	The pakistani singer and actor Fawad Khan has won many awards including a gramy in the USA.	N	001000	[]
T274B	Fawad Khan began performing music in the 21st century.	E	000100	['Years active']
T274C	Fawad Khan did a record with Jay Z that was very popular.	C	000000	[]
T274C	Fawad Khan has been performing music for over twenty years.	C	000000	[]
T274C	Fawad Khan has won many awards including a gramy in the USA.	N	000000	[]
T274C	Fawad Khan is a Pakistani entertainer.	E	000000	[]
T274C	Fawad Khan is a very famous model and actor not only just a musician.	E	000000	[]
T274C	Fawad Khan married his spouse before he became active in the entertainment industry.	C	000000	[]
T274C	Fawad Khan studied to become a computer programmer before becoming an entertainer.	N	000000	[]
T274C	Fawad Khan was signed to Lips Music when he married Sadaf Khan.	E	000000	[]
T274C	Fawad Khan's children are both in their teens.	N	000000	[]
