table_id	hypothesis	label	strategies	table_rows
T1713A	John Cho graduated from UC Berkley in the 1990s with a PhD.	N	001000	['Alma mater']
T1713A	John Cho has been acting for just under two and a half decades.	E	010000	['Years active']
T1713A	John Cho has been active since he was in his 20s.	E	010000	['Years active', 'Born']
T1713A	John Cho has been married for over ten years.	C	100000	['Spouse(s)']
T1713A	John Cho is married to Jose Machado Ventura  with two daughters.	N	001000	['Spouse(s)']
T1713A	John Cho was born in the 19th century.	C	010000	['Born']
T1713A	John Cho was born in the winter of 1972.	C	010000	['Born']
T1713A	John Cho went to college before he began his career.	N	010000	['Alma mater']
T1713A	The parent of both of singer-songwriter John Cho's kids is Jose Machado Ventura.	N	001000	['Occupation', 'Spouse(s)']
T1713B	John Cho graduated from UC Berkley in the 1990s.	C	100000	['Alma mater']
T1713B	John Cho has a different Korean name.	E	000010	['Born']
T1713B	John Cho has acted in many films.	N	000010	['Occupation']
T1713B	John Cho is a married man.	E	000100	['Spouse(s)']
T1713B	John Cho began his career while in college.	E	000100	['Alma mater', 'Years active']
T1713B	John Cho still acts.	C	000100	['Years active']
T1713B	John Cho was been active in his teens.	E	100000	['Born', 'Years active']
T1713B	John Cho was born in the winter of 1992.	C	010000	['Born']
T1713B	John Cho has one child with his wife whom he married in 2006.	N	001000	['Children', 'Spouse(s)']
T1713C	John Cho began his career right out of high school, skipping college.	C	000000	[]
T1713C	John Cho graduated from UC Berkley in the 1990s.	N	000000	[]
T1713C	John Cho has been acting for more than two and a half decades.	C	000000	[]
T1713C	John Cho has been active since his teens.	C	000000	[]
T1713C	John Cho has been married for over ten years.	E	000000	[]
T1713C	John Cho is married with two daughters.	N	000000	[]
T1713C	John Cho was born in the 20th century.	E	000000	[]
T1713C	John Cho was born in the Summer of 1972.	E	000000	[]
T1713C	The mother of both of John Cho's kids is Kerri Higuchi.	N	000000	[]
